workload_profile	profile_family	profile_tier	summary_label	profile_isl	profile_osl	profile_context_budget	context_budget_label	node_count	serving_concurrency	trainer_rollout_regime	agg_status	agg_failure_category	agg_failure_reason	agg_tok_s_gpu	agg_tok_s_user	agg_config	disagg_status	disagg_failure_category	disagg_failure_reason	disagg_tok_s_gpu	disagg_tok_s_user	disagg_config	boundary_class
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	128	512	512	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	24p + 104d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	128	1024	1024	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	24p + 104d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	128	2048	2048	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	24p + 104d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	128	4096	4096	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	24p + 104d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	128	8192	8192	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	24p + 104d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	128	16384	16384	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	24p + 104d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	1	1	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	2	2	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	4	4	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	8	8	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	16	16	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	32	32	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	64	64	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	128	128	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	256	256	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	512	512	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	1024	1024	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	2048	2048	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	4096	4096	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	8192	8192	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	144	16384	16384	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	27p + 117d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	1	1	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	2	2	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	4	4	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	8	8	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	16	16	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	32	32	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	64	64	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	128	128	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	256	256	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	512	512	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	1024	1024	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	2048	2048	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	4096	4096	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	8192	8192	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	160	16384	16384	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	30p + 130d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	1	1	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	2	2	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	4	4	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	8	8	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	16	16	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	32	32	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	64	64	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	128	128	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	256	256	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	512	512	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	1024	1024	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	2048	2048	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	4096	4096	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	8192	8192	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	176	16384	16384	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	33p + 143d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	1	1	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	2	2	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	4	4	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	8	8	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	16	16	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	32	32	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	64	64	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	128	128	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	256	256	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	512	512	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	1024	1024	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	2048	2048	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	4096	4096	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	8192	8192	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	192	16384	16384	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	36p + 156d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	1	1	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	2	2	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	4	4	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	8	8	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	16	16	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	32	32	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	64	64	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	128	128	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	256	256	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	512	512	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	1024	1024	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	2048	2048	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	4096	4096	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	8192	8192	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	208	16384	16384	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	39p + 169d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	224	1	1	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	42p + 182d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
balanced_4k	balanced_pow2	balanced_pow2	Balanced 4K	2048	2048	4096	4K	224	2	2	candidate	supported		611.69	13.922	tp8pp1dp1etp1ep8, bs=352	candidate	supported		468.331	13.619	42p + 182d @ p:tp8pp1dp1etp1ep8 / d:tp8pp1dp1etp1ep8, p_bs=1, d_bs=368	supported_both
